State,District,Year,Season,Crop,Area,Production,SoilType,Avg Rainfall(mm),Avg Temperature
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Arhar/Tur,17600.0,6300.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Arhar/Tur,81200.0,64400.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Arhar/Tur,83400.0,61300.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Arhar/Tur,37100.0,3700.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Arhar/Tur,44200.0,7200.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Arhar/Tur,10200.0,2700.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Arhar/Tur,63000.0,29700.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Arhar/Tur,30300.0,9700.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Arhar/Tur,29400.0,18500.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Arhar/Tur,2100.0,600.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Arhar/Tur,24100.0,7300.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Arhar/Tur,37700.0,5600.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Arhar/Tur,3700.0,900.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Arhar/Tur,65000.0,2800.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Arhar/Tur,51900.0,2500.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Arhar/Tur,46000.0,6000.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Arhar/Tur,8800.0,4300.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Arhar/Tur,69200.0,2900.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Arhar/Tur,80000.0,4000.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Arhar/Tur,3900.0,2900.0,Loamy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Arhar/Tur,1300.0,600.0,Loamy,184.63,22.6
Maharashtra,RATNAGIRI,1997.0,Kharif,Arhar/Tur,500.0,200.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Arhar/Tur,13600.0,3400.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Arhar/Tur,7600.0,1900.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Arhar/Tur,27000.0,2900.0,Loamy,184.63,22.6
Maharashtra,THANE,1997.0,Kharif,Arhar/Tur,2500.0,1200.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Arhar/Tur,51100.0,16100.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Arhar/Tur,113200.0,78400.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Bajra,274100.0,152800.0,Black,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Bajra,5600.0,2400.0,Black,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Bajra,1700.0,700.0,Black,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Bajra,130800.0,103400.0,Black,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Bajra,176800.0,91100.0,Black,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Bajra,9200.0,3900.0,Black,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Bajra,172500.0,160300.0,Black,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Bajra,78000.0,90400.0,Black,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Bajra,70300.0,54800.0,Black,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Bajra,100.0,100.0,Black,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Bajra,8500.0,3000.0,Black,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Bajra,100.0,100.0,Black,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Bajra,700.0,300.0,Black,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Bajra,363100.0,227800.0,Black,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Bajra,16800.0,5200.0,Black,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Bajra,8800.0,4000.0,Black,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Bajra,135700.0,112000.0,Black,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Bajra,98800.0,51600.0,Black,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Bajra,88100.0,39700.0,Black,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Bajra,22500.0,11500.0,Black,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Bajra,100.0,100.0,Black,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Bajra,8900.0,3800.0,Black,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Gram,40800.0,18600.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Gram,37500.0,14800.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Gram,48300.0,19400.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Gram,41100.0,14600.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Gram,21400.0,6100.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Gram,8400.0,1800.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Gram,26300.0,13000.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Gram,12300.0,3600.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Gram,27300.0,18800.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Gram,3600.0,800.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Gram,50300.0,32300.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Gram,12600.0,3500.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Gram,9700.0,6700.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Gram,22100.0,8800.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Gram,36800.0,9800.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Gram,21500.0,6000.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Gram,52200.0,24700.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Gram,40400.0,5500.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Gram,43700.0,12600.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Gram,43400.0,26100.0,Loamy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Gram,2000.0,1200.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Gram,23500.0,13500.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Gram,21300.0,10700.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Gram,32100.0,11300.0,Loamy,184.63,22.6
Maharashtra,THANE,1997.0,Kharif,Gram,3700.0,2200.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Gram,18400.0,4300.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Gram,16400.0,5200.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Jowar,900.0,1100.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Jowar,193600.0,290100.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Jowar,119500.0,174200.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Jowar,27700.0,34100.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Jowar,72700.0,55700.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Jowar,300.0,200.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Jowar,147800.0,178400.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Jowar,22400.0,13800.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Jowar,75300.0,94400.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Jowar,100.0,100.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Jowar,159700.0,324000.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Jowar,36300.0,37500.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Jowar,16000.0,233100.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Jowar,176800.0,186200.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Jowar,58200.0,51000.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Jowar,199500.0,219500.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Jowar,14900.0,18300.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Jowar,91800.0,57500.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Jowar,182600.0,255500.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Jowar,4200.0,5200.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Jowar,122300.0,141700.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Jowar,67500.0,96900.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Jowar,1300.0,1300.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Jowar,61100.0,46300.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Jowar,160700.0,116200.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Maize,4400.0,4700.0,Sandy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Maize,700.0,800.0,Sandy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Maize,700.0,800.0,Sandy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Maize,39800.0,39800.0,Sandy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Maize,2900.0,2700.0,Sandy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Maize,200.0,100.0,Sandy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Maize,20000.0,16400.0,Sandy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Maize,1100.0,1000.0,Sandy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Maize,19300.0,33800.0,Sandy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Maize,1800.0,1600.0,Sandy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Maize,8500.0,17200.0,Sandy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Maize,30300.0,30000.0,Sandy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Maize,1500.0,1600.0,Sandy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Maize,3000.0,2000.0,Sandy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Maize,200.0,200.0,Sandy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Maize,15700.0,27500.0,Sandy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Maize,8300.0,5200.0,Sandy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Maize,1200.0,900.0,Sandy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Maize,4400.0,4700.0,Sandy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Maize,7500.0,10100.0,Sandy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Maize,6700.0,8000.0,Sandy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Maize,8700.0,9800.0,Sandy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Maize,200.0,200.0,Sandy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Maize,500.0,600.0,Sandy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Moong(Green Gram),10200.0,900.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Moong(Green Gram),119400.0,43100.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Moong(Green Gram),53400.0,22300.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Moong(Green Gram),10700.0,2200.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Moong(Green Gram),12100.0,500.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Moong(Green Gram),600.0,200.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Moong(Green Gram),58400.0,46600.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Moong(Green Gram),4000.0,1800.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Moong(Green Gram),34800.0,32000.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Moong(Green Gram),100.0,100.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Moong(Green Gram),31800.0,14800.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Moong(Green Gram),46300.0,7600.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Moong(Green Gram),1600.0,1000.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Moong(Green Gram),23700.0,3200.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Moong(Green Gram),2900.0,1100.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Moong(Green Gram),38900.0,6400.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Moong(Green Gram),8500.0,5700.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Moong(Green Gram),10300.0,1000.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Moong(Green Gram),78300.0,4600.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Moong(Green Gram),2800.0,1200.0,Loamy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Moong(Green Gram),100.0,100.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Moong(Green Gram),6400.0,4400.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Moong(Green Gram),4700.0,2700.0,Loamy,184.63,22.6
Maharashtra,SINDHUDURG,1997.0,Kharif,Moong(Green Gram),100.0,100.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Moong(Green Gram),3000.0,1000.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Moong(Green Gram),1200.0,300.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Moong(Green Gram),47800.0,16100.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Pulses total,451.0,130.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Pulses total,2853.0,1497.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Pulses total,1468.0,877.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Pulses total,680.0,141.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Pulses total,797.0,132.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Pulses total,163.0,49.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Pulses total,1913.0,679.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Pulses total,410.0,141.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Pulses total,1152.0,846.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Pulses total,49.0,17.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Pulses total,1207.0,635.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Pulses total,1142.0,214.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Pulses total,142.0,65.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Pulses total,1860.0,223.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Pulses total,621.0,132.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Pulses total,1378.0,242.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Pulses total,605.0,282.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Pulses total,1106.0,90.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Pulses total,1883.0,127.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Pulses total,203.0,91.0,Loamy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Pulses total,46.0,20.0,Loamy,184.63,22.6
Maharashtra,RATNAGIRI,1997.0,Kharif,Pulses total,23.0,9.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Pulses total,643.0,259.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Pulses total,492.0,188.0,Loamy,184.63,22.6
Maharashtra,SINDHUDURG,1997.0,Kharif,Pulses total,24.0,10.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Pulses total,516.0,111.0,Loamy,184.63,22.6
Maharashtra,THANE,1997.0,Kharif,Pulses total,102.0,52.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Pulses total,556.0,175.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Pulses total,1857.0,1005.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Ragi,2600.0,2100.0,Sandy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Ragi,9300.0,12800.0,Sandy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Ragi,24700.0,24300.0,Sandy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Ragi,45200.0,38900.0,Sandy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Ragi,12200.0,9800.0,Sandy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Ragi,12600.0,9700.0,Sandy,184.63,22.6
Maharashtra,RATNAGIRI,1997.0,Kharif,Ragi,19900.0,22400.0,Sandy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Ragi,800.0,800.0,Sandy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Ragi,8800.0,8400.0,Sandy,184.63,22.6
Maharashtra,SINDHUDURG,1997.0,Kharif,Ragi,3300.0,3900.0,Sandy,184.63,22.6
Maharashtra,THANE,1997.0,Kharif,Ragi,17200.0,13700.0,Sandy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Rice,5900.0,7200.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Rice,2900.0,1600.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Rice,9500.0,5800.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Rice,1100.0,1200.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Rice,3400.0,1700.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Rice,306900.0,381500.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Rice,700.0,300.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Rice,136400.0,190100.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Rice,25300.0,21200.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Rice,135300.0,148300.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Rice,1700.0,1600.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Rice,1600.0,800.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Rice,1100.0,246100.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Rice,20700.0,5500.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Rice,29200.0,23700.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Rice,25700.0,15100.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Rice,44600.0,59600.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Rice,13900.0,3900.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Rice,22300.0,10300.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Rice,59400.0,66000.0,Loamy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Rice,123800.0,311900.0,Loamy,184.63,22.6
Maharashtra,RATNAGIRI,1997.0,Kharif,Rice,79200.0,183200.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Rice,15700.0,32400.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Rice,41100.0,64300.0,Loamy,184.63,22.6
Maharashtra,SINDHUDURG,1997.0,Kharif,Rice,75300.0,196900.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Rice,2100.0,2300.0,Loamy,184.63,22.6
Maharashtra,THANE,1997.0,Kharif,Rice,146700.0,343300.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Rice,800.0,400.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Rice,6700.0,3800.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Sugarcane,45900.0,38940.0,Black,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Sugarcane,9800.0,8144.0,Black,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Sugarcane,10900.0,8758.0,Black,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Sugarcane,21900.0,20685.0,Black,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Sugarcane,40900.0,39227.0,Black,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Sugarcane,53900.0,43112.0,Black,184.63,22.6
Maharashtra,AHMEDNAGAR,1997.0,Kharif,Urad,1600.0,800.0,Loamy,184.63,22.6
Maharashtra,AKOLA,1997.0,Kharif,Urad,81400.0,41000.0,Loamy,184.63,22.6
Maharashtra,AMRAVATI,1997.0,Kharif,Urad,8800.0,3600.0,Loamy,184.63,22.6
Maharashtra,AURANGABAD,1997.0,Kharif,Urad,6400.0,3900.0,Loamy,184.63,22.6
Maharashtra,BEED,1997.0,Kharif,Urad,7800.0,500.0,Loamy,184.63,22.6
Maharashtra,BHANDARA,1997.0,Kharif,Urad,2300.0,900.0,Loamy,184.63,22.6
Maharashtra,BULDHANA,1997.0,Kharif,Urad,65800.0,19900.0,Loamy,184.63,22.6
Maharashtra,CHANDRAPUR,1997.0,Kharif,Urad,1900.0,1000.0,Loamy,184.63,22.6
Maharashtra,DHULE,1997.0,Kharif,Urad,31900.0,28100.0,Loamy,184.63,22.6
Maharashtra,GADCHIROLI,1997.0,Kharif,Urad,200.0,100.0,Loamy,184.63,22.6
Maharashtra,JALGAON,1997.0,Kharif,Urad,56700.0,38500.0,Loamy,184.63,22.6
Maharashtra,JALNA,1997.0,Kharif,Urad,15000.0,3400.0,Loamy,184.63,22.6
Maharashtra,KOLHAPUR,1997.0,Kharif,Urad,3200.0,2700.0,Loamy,184.63,22.6
Maharashtra,LATUR,1997.0,Kharif,Urad,74300.0,15300.0,Loamy,184.63,22.6
Maharashtra,NAGPUR,1997.0,Kharif,Urad,2600.0,1000.0,Loamy,184.63,22.6
Maharashtra,NANDED,1997.0,Kharif,Urad,49400.0,10400.0,Loamy,184.63,22.6
Maharashtra,NASHIK,1997.0,Kharif,Urad,12500.0,8900.0,Loamy,184.63,22.6
Maharashtra,OSMANABAD,1997.0,Kharif,Urad,28000.0,4200.0,Loamy,184.63,22.6
Maharashtra,PARBHANI,1997.0,Kharif,Urad,27900.0,3400.0,Loamy,184.63,22.6
Maharashtra,PUNE,1997.0,Kharif,Urad,2300.0,1200.0,Loamy,184.63,22.6
Maharashtra,RAIGAD,1997.0,Kharif,Urad,1000.0,600.0,Loamy,184.63,22.6
Maharashtra,RATNAGIRI,1997.0,Kharif,Urad,100.0,100.0,Loamy,184.63,22.6
Maharashtra,SANGLI,1997.0,Kharif,Urad,7900.0,7000.0,Loamy,184.63,22.6
Maharashtra,SATARA,1997.0,Kharif,Urad,4400.0,3500.0,Loamy,184.63,22.6
Maharashtra,SINDHUDURG,1997.0,Kharif,Urad,300.0,200.0,Loamy,184.63,22.6
Maharashtra,SOLAPUR,1997.0,Kharif,Urad,2900.0,1400.0,Loamy,184.63,22.6
Maharashtra,THANE,1997.0,Kharif,Urad,4900.0,3000.0,Loamy,184.63,22.6
Maharashtra,WARDHA,1997.0,Kharif,Urad,600.0,100.0,Loamy,184.63,22.6
Maharashtra,YAVATMAL,1997.0,Kharif,Urad,23300.0,5600.0,Loamy,184.63,22.6
Maharashtra,AHMEDNAGAR,1998.0,Kharif,Arhar/Tur,18800.0,9700.0,Loamy,223.7,23.2
Maharashtra,AKOLA,1998.0,Kharif,Arhar/Tur,77300.0,88300.0,Loamy,223.7,23.2
Maharashtra,AMRAVATI,1998.0,Kharif,Arhar/Tur,86500.0,85900.0,Loamy,223.7,23.2
Maharashtra,AURANGABAD,1998.0,Kharif,Arhar/Tur,40800.0,24400.0,Loamy,223.7,23.2
Maharashtra,BEED,1998.0,Kharif,Arhar/Tur,46100.0,28400.0,Loamy,223.7,23.2
Maharashtra,BHANDARA,1998.0,Kharif,Arhar/Tur,10100.0,7600.0,Loamy,223.7,23.2
Maharashtra,BULDHANA,1998.0,Kharif,Arhar/Tur,61600.0,59200.0,Loamy,223.7,23.2
Maharashtra,CHANDRAPUR,1998.0,Kharif,Arhar/Tur,25200.0,12200.0,Loamy,223.7,23.2
Maharashtra,DHULE,1998.0,Kharif,Arhar/Tur,27000.0,10000.0,Loamy,223.7,23.2
Maharashtra,GADCHIROLI,1998.0,Kharif,Arhar/Tur,1800.0,1300.0,Loamy,223.7,23.2
